"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.enclosing"
"AnyEdit Tools","Open File under Cursor","Ctrl+Alt+R","Editing Text","AnyEdit.openFileFromTextEditor.command"
"Run/Debug","Skip All Breakpoints","Ctrl+Alt+B","In Windows","org.eclipse.debug.ui.commands.SkipAllBreakpoints"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.expand_all"
"File","Rename","F2","In Windows","org.eclipse.ui.edit.rename"
"Terminal view commands","Terminal view insert","Alt+N","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Source","Quick Assist - Assign to field","Ctrl+2, F","Editing Java Source","org.eclipse.jdt.ui.correction.assignToField.assist"
"Navigate","Next Page","Alt+F7","In Windows","org.eclipse.ui.part.nextPage"
"Text Editing","Zoom In","Ctrl+=","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Navigate","Open Type in Hierarchy","F4","Editing Xtext Source","org.eclipse.xtext.xbase.ui.hierarchy.OpenTypeHierarchy"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.debug"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles","org.eclipse.ant.ui.renameInFile"
"Run/Debug","Execute","Ctrl+U","In Windows","org.eclipse.jdt.debug.ui.commands.Execute"
"Run/Debug","EOF","Ctrl+Z","In I/O Console","org.eclipse.debug.ui.commands.eof"
"Terminal view commands","Terminal view insert","Alt+E","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Views","Show View (History)","Alt+Shift+Q, Z","In Windows","org.eclipse.ui.views.showView"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"Focused UI","Make Less Interesting","Ctrl+Alt+Shift+Down","In Windows","org.eclipse.mylyn.context.ui.commands.interest.decrement"
"Navigate","Backward History","Alt+Left","In Windows","org.eclipse.ui.navigate.backwardHistory"
"Window","Quick Switch Editor","Ctrl+E","In Windows","org.eclipse.ui.window.openEditorDropDown"
"Inline Search","Close Inline Search","Esc","Editing Text","com.genuitec.eclipse.inlinesearch.commands.hideFindReplaceBarCommand"
"Task Repositories","Mark Task Read","Alt+Shift+R","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskRead"
"Run/Debug","Coverage Eclipse Application","Alt+Shift+E, E","In Windows","org.eclipse.eclemma.ui.workbenchShortcut.coverage"
"Navigate","Search Repository for Task","Ctrl+Shift+F12","In Windows","org.eclipse.mylyn.tasks.ui.command.searchForTask"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles","org.eclipse.ant.ui.openExternalDoc"
"Editing","Select Previous Element","Alt+Shift+Left","Editing Xtext Source","org.eclipse.xtext.ui.editor.select.previous"
"Uncategorized","Import SWTBot code","Ctrl+Alt+Y","In Windows","org.eclipse.swtbot.generator.client.commands.import.code"
"Terminal view commands","Terminal view insert","Alt+S","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.next.member"
"Views","Show View (Task List)","Alt+Shift+Q, K","In Windows","org.eclipse.ui.views.showView"
"Uncategorized","Create Target Definition File","Alt+R","In Dialogs and Windows","org.eclipse.cbi.targetplatform.ui.convertTargetPlatform"
"Text Editing","Text End","Ctrl+End","Editing Text","org.eclipse.ui.edit.text.goto.textEnd"
"Text Editing","Toggle Overwrite","Insert","Editing Text","org.eclipse.ui.edit.text.toggleOverwrite"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text","org.eclipse.ui.edit.text.smartEnter"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.method"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows","org.eclipse.jdt.ui.edit.text.java.modify.method.parameters"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Embedded Xtext Editor context","org.eclipse.ui.edit.text.smartEnterInverse"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows","org.eclipse.ui.views.showView"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows","org.eclipse.ui.window.showViewMenu"
"Edit","Word Completion","Alt+/","Embedded Xtext Editor context","org.eclipse.ui.edit.text.hippieCompletion"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"Window","Activate Editor","F12","In Windows","org.eclipse.ui.window.activateEditor"
"Text Editing","Move Lines Down","Alt+Down","Embedded Xtext Editor context","org.eclipse.ui.edit.text.moveLineDown"
"File","New menu","Alt+Shift+N","In Windows","org.eclipse.ui.file.newQuickMenu"
"Text Editing","Show Tooltip Description","F2","Editing Text","org.eclipse.ui.edit.text.showInformation"
"Terminal view commands","Terminal view insert","Alt+V","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+Shift+T","In Windows","org.eclipse.tm.terminal.view.ui.command.launchToolbar"
"Terminal view commands","Terminal view insert","Alt+Y","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Run/Debug","Run to Line","Ctrl+F10","Debugging","org.eclipse.debug.ui.commands.RunToLine"
"Refactoring","Extract Local Variable","Alt+Shift+L","Editing Xtext Source","org.eclipse.xtext.xbase.ui.refactoring.ExtractLocalVariable"
"Run/Debug","Coverage TestNG Test","Alt+Shift+E, N","In Windows","org.eclipse.eclemma.ui.testNgShortcut.coverage"
"File","Rename","Alt+Shift+R","Project Explorer +","org.eclipse.ui.edit.rename"
"Perspectives","Show Perspective (Debug)","Alt+F1","In Windows","org.eclipse.ui.perspectives.showPerspective"
"Text Editing","Delete Next Word","Ctrl+Delete","Embedded Xtext Editor context","org.eclipse.ui.edit.text.deleteNextWord"
"Edit","Delete","Delete","In Windows","org.eclipse.ui.edit.delete"
"Editing","Select Next Element","Alt+Shift+Right","Editing Xtext Source","org.eclipse.xtext.ui.editor.select.next"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source","org.eclipse.jdt.ui.correction.assignToLocal.assist"
"Text Editing","Next Word","Ctrl+Right","Embedded Xtext Editor context","org.eclipse.ui.edit.text.goto.wordNext"
"Views","Show View (Breakpoints)","Alt+Shift+Q, B","In Windows","org.eclipse.ui.views.showView"
"Navigate","Open Type Hierarchy","F4","In Windows","org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text","org.eclipse.ui.edit.text.copyLineDown"
"AnyEdit Tools","Convert Camel <-> Underscores","Ctrl+Alt+K","Editing Text","AnyEdit.camel.command"
"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.debug"
"Text Editing","Next Word","Ctrl+Right","Editing Text","org.eclipse.ui.edit.text.goto.wordNext"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows","org.eclipse.ui.navigate.collapseAll"
"Navigate","Next Tab","Ctrl+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextTab"
"Edit","Find Next","Ctrl+K","Embedded Xtext Editor context","org.eclipse.ui.edit.findNext"
"Navigate","Quick Outline","Ctrl+O","WikiText Markup Source Context","org.eclipse.mylyn.wikitext.ui.quickOutlineCommand"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text","org.eclipse.ui.edit.text.folding.expand"
"Run/Debug","Run OSGi Framework","Alt+Shift+X, O","In Windows","org.eclipse.pde.ui.EquinoxLaunchShortcut.run"
"Language Servers","Restore To Last Selection","Alt+Shift+Down","in Generic Code Editor","org.eclipse.lsp4e.selectionRange.down"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Embedded Xtext Editor context","org.eclipse.ui.edit.text.lowerCase"
"Views","Show View (Error Log)","Alt+Shift+Q, L","In Windows","org.eclipse.ui.views.showView"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows","org.eclipse.ui.views.showView"
"Project","Build All","Ctrl+B","In Windows","org.eclipse.ui.project.buildAll"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.run"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows","org.eclipse.jdt.junit.junitShortcut.debug"
"Views","Show View (Javadoc)","Alt+Shift+Q, J","In Windows","org.eclipse.ui.views.showView"
"Views","Show View","Alt+Shift+Q, T","In Windows","org.eclipse.ui.views.showView"
"Source","Format","Ctrl+Shift+F","Editing Ant Buildfiles","org.eclipse.jdt.ui.edit.text.java.format"
"Source","Open Declaration","F3","Editing Ant Buildfiles","org.eclipse.ant.ui.open.declaration.command"
"Navigate","Open Task","Ctrl+F12","In Windows","org.eclipse.mylyn.tasks.ui.command.openTask"
"Text Editing","Move Lines Up","Alt+Up","Editing Text","org.eclipse.ui.edit.text.moveLineUp"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows","org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.previous"
"Window","Select Maven Profiles","Ctrl+Alt+P","In Windows","org.eclipse.m2e.profiles.ui.commands.selectMavenProfileCommand"
"Run/Debug","Coverage SWTBot Test","Alt+Shift+E, S","In Windows","org.eclipse.eclemma.ui.swtBotJunitShortcut.coverage"
"Relative Number Ruler","Relative number ruler jump down","Alt+J","In Windows","com.github.matf.relativenumberruler.bindings.RelativeJumpDown"
"Run/Debug","SWTBot Test","Alt+Shift+D, S","In Windows","org.eclipse.swtbot.eclipse.ui.junitShortcut.debug"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text","org.eclipse.quickdiff.toggle"
"Navigate","Find References","Ctrl+Shift+G","Editing Xtext Source","org.eclipse.xtext.ui.editor.FindReferences"
"Inline Search","Show Inline Search","Ctrl+F","Editing Text","com.genuitec.eclipse.inlinesearch.commands.showFindReplaceBarCommand"
"Navigate","Go to Line","Ctrl+L","Embedded Xtext Editor context","org.eclipse.ui.edit.text.goto.line"
"AnyEdit Tools","Convert Camel <-> Pascal","Ctrl+Alt+B","Editing Text","AnyEdit.camelToPascal.command"
"Text Editing","Select Next Word","Ctrl+Shift+Right","Editing Text","org.eclipse.ui.edit.text.select.wordNext"
"Terminal view commands","Maximize Active View or Editor","Alt+Up","Terminal Control in Focus","org.eclipse.tm.terminal.maximize"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text","org.eclipse.ui.edit.text.toggleInsertMode"
"Terminal view commands","Terminal view insert","Alt+G","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Text Start","Ctrl+Home","Embedded Xtext Editor context","org.eclipse.ui.edit.text.goto.textStart"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Text Editing","Select Line Start","Shift+Home","Embedded Xtext Editor context","org.eclipse.ui.edit.text.select.lineStart"
"Run/Debug","Coverage","Ctrl+Shift+F11","In Windows","org.eclipse.eclemma.ui.commands.CoverageLast"
"Application Category","Open Spy","Alt+Shift+F6","In Dialogs and Windows","org.eclipse.pde.spy.core.command"
"Terminal view commands","Terminal view insert","Alt+H","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Previous Word","Ctrl+Left","Embedded Xtext Editor context","org.eclipse.ui.edit.text.goto.wordPrevious"
"AnyEdit Tools","Convert Tabs to Spaces","Ctrl+Alt+Space","Editing Text","AnyEdit.CnvrtTabToSpaces.command"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.next"
"Navigate","Open Type","Ctrl+Shift+T","In Windows","org.eclipse.jdt.ui.navigate.open.type"
"Task Repositories","Mark Task Complete","Alt+Shift+C","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskComplete"
"Source","Organize Imports","Ctrl+Shift+O","In Windows","org.eclipse.jdt.ui.edit.text.java.organize.imports"
"Source","Annotate Class File","Ctrl+1","Browsing attached Java Source","org.eclipse.jdt.ui.edit.text.java.annotate.classFile"
"Terminal view commands","Terminal view insert","Alt+R","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Source","Toggle Comment","Ctrl+7","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Relative Number Ruler","Relative number ruler jump up","Alt+K","In Windows","com.github.matf.relativenumberruler.bindings.RelativeJumpUp"
"Text Editing","Toggle Overwrite","Insert","Embedded Xtext Editor context","org.eclipse.ui.edit.text.toggleOverwrite"
"Language Servers","Enclosing Element","Alt+Shift+Up","in Generic Code Editor","org.eclipse.lsp4e.selectionRange.up"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Xtext Source","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"Spy","Layout Spy","Ctrl+Alt+Shift+F9","In Dialogs and Windows","org.eclipse.tools.layout.spy.commands.layoutSpyCommand"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"Application Category","Open Spy","Alt+Shift+F10","In Dialogs and Windows","org.eclipse.pde.spy.core.command"
"Edit","Find and Replace","Ctrl+F","In Windows","org.eclipse.ui.edit.findReplace"
"Navigate","Open Maven POM","Alt+Shift+P","In Windows","org.eclipse.m2e.core.ui.command.openPom"
"Source","Format","Ctrl+Shift+F","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.format"
"Run/Debug","Step Over","F6","Debugging","org.eclipse.debug.ui.commands.StepOver"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text","org.eclipse.ui.edit.text.join.lines"
"Edit","Toggle Word Wrap","Alt+Shift+Y","Editing Text","org.eclipse.ui.edit.text.toggleWordWrap"
"Terminal view commands","Quick Access","Alt+Right","Terminal Control in Focus","org.eclipse.tm.terminal.quickaccess"
"Run/Debug","Coverage Scala Application","Alt+Shift+E, L","In Windows","org.eclipse.eclemma.ui.scalaShortcut.coverage"
"Refactoring","Rename Element","Alt+Shift+R","Editing Xtext Source","org.eclipse.xtext.ui.refactoring.RenameElement"
"Task Repositories","Quick Outline","Ctrl+O","In Tasks Editor","org.eclipse.mylyn.task.ui.editor.QuickOutline"
"Perspectives","Show Perspective (Java)","Ctrl+F1","In Windows","org.eclipse.ui.perspectives.showPerspective"
"Text Editing","Join Lines","Ctrl+Alt+J","Embedded Xtext Editor context","org.eclipse.ui.edit.text.join.lines"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Embedded Xtext Editor context","org.eclipse.ui.edit.text.select.wordPrevious"
"Task Repositories","New Local Task","Insert","In Tasks View","org.eclipse.mylyn.tasks.ui.command.new.local.task"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.rename.element"
"Text Editing","Show Tooltip Description","F2","Embedded Xtext Editor context","org.eclipse.ui.edit.text.showInformation"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text","org.eclipse.ui.edit.text.select.wordPrevious"
"Application Category","Open Spy","Alt+Shift+F11","In Dialogs and Windows","org.eclipse.pde.spy.core.command"
"Language Servers","Open Call Hierarchy","Ctrl+Alt+H","in Generic Code Editor","org.eclipse.lsp4e.openCallHierarchy"
"Navigate","Previous Tab","Ctrl+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousTab"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Navigate","Open Plug-in Artifact","Ctrl+Shift+A","In Windows","org.eclipse.pde.ui.openPluginArtifact"
"AnyEdit Tools","Convert To Lower Case","Ctrl+Alt+L","Editing Text","AnyEdit.toLowerCase.command"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.import"
"Text Editing","Select Line End","Shift+End","Editing Text","org.eclipse.ui.edit.text.select.lineEnd"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows","org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment"
"Uncategorized","Quick Outline","Ctrl+O","Editing Xtext Source","org.eclipse.xtext.ui.editor.outline.QuickOutline"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text","org.eclipse.ui.edit.text.lowerCase"
"Run/Debug","Run Eclipse Application","Alt+Shift+X, E","In Windows","org.eclipse.pde.ui.runtimeWorkbenchShortcut.run"
"Source","Correct Indentation","Ctrl+Shift+I","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.indent"
"Navigate","Next Edit Location","Ctrl+Alt+Right","In Windows","org.eclipse.ui.edit.text.gotoNextEditPosition"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","In Windows","org.eclipse.jdt.ui.edit.text.java.rename.element"
"Window","Find Actions","Ctrl+3","In Windows","org.eclipse.ui.window.quickAccess"
"Spy","Plug-in Menu Spy","Alt+Shift+F2","In Dialogs and Windows","org.eclipse.pde.runtime.spy.commands.menuSpyCommand"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.matching.bracket"
"Terminal view commands","Terminal view insert","Alt+F","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text","org.eclipse.ui.edit.text.scroll.lineDown"
"AnyEdit Tools","Open Type under Cursor","Ctrl+Alt+T","Editing Text","AnyEdit.openTypeFromTextEditor.command"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows","org.eclipse.jdt.debug.ui.commands.Inspect"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering","org.eclipse.debug.ui.command.gotoaddress"
"Task Repositories","Open Selected Task","Ctrl+Enter","In Tasks View","org.eclipse.mylyn.tasks.ui.command.openSelectedTask"
"Run/Debug","SWTBot Test","Alt+Shift+X, S","In Windows","org.eclipse.swtbot.eclipse.ui.junitShortcut.run"
